x-axis,1,4,4
second,Volt,Volt,Volt
-1.04999995227,2.66406,0.0386562,3.86562
-1.02684995227,2.66406,0.0384609,3.84609
-1.00369995227,2.66406,0.0390469,3.90469
-0.980549952267,2.66406,0.0380703,3.80703
-0.957399952267,2.625,0.0384609,3.84609
-0.934249952267,2.66406,0.0392422,3.92422
-0.911099952267,2.625,0.0392422,3.92422
-0.887949952267,2.625,0.0398281,3.98281
-0.864799952267,2.625,0.0388515,3.88515
-0.841649952267,2.625,0.0388515,3.88515
-0.818499952267,2.625,0.0394375,3.94375
-0.795349952267,2.625,0.0390469,3.90469
-0.772199952267,2.625,0.0400234,4.00234
-0.749049952267,2.58594,0.0406094,4.06094
-0.725899952267,2.58594,0.0404141,4.04141
-0.702749952267,2.58594,0.041,4.1
-0.679599952267,2.58594,0.0396328,3.96328
-0.656449952267,2.58594,0.0398281,3.98281
-0.633299952267,2.58594,0.0406094,4.06094
-0.610149952267,2.58594,0.0406094,4.06094
-0.586999952267,2.54688,0.0411953,4.11953
-0.563849952267,2.54688,0.041,4.1
-0.540699952267,2.54688,0.0417812,4.17812
-0.517549952267,2.54688,0.0423672,4.23672
-0.494399952267,2.54688,0.0413906,4.13906
-0.471249952267,2.54688,0.0421719,4.21719
-0.448099952267,2.54688,0.0421719,4.21719
-0.424949952268,2.54688,0.0423672,4.23672
-0.401799952267,2.54688,0.0431484,4.31484
-0.378649952267,2.50781,0.0427578,4.27578
-0.355499952267,2.50781,0.0423672,4.23672
-0.332349952267,2.54688,0.0423672,4.23672
-0.309199952267,2.50781,0.0423672,4.23672
-0.286049952267,2.50781,0.0431484,4.31484
-0.262899952267,2.50781,0.0429531,4.29531
-0.239749952267,2.50781,0.0437344,4.37344
-0.216599952267,2.50781,0.044125,4.4125
-0.193449952267,2.46875,0.043539,4.3539
-0.170299952267,2.46875,0.0443203,4.43203
-0.147149952267,2.50781,0.0445156,4.45156
-0.123999952267,2.46875,0.0449062,4.49062
-0.100849952268,2.46875,0.0454922,4.54922
-0.0776999522675,2.46875,0.0452969,4.52969
-0.0545499522675,2.97656,0.0558437,5.58437
-0.0313999522675,49.2266,0.185922,18.5922
-0.0082499522675,52.9766,0.0283047,2.83047
0.0149000477325,53.4453,-0.00939065,-0.939065
0.0380500477325,53.6406,-0.0105625,-1.05625
0.0612000477325,53.7188,-0.0101719,-1.01719
0.0843500477325,53.7969,-0.00958595,-0.958595
0.107500047732,53.8359,-0.0101719,-1.01719
0.130650047732,53.8359,-0.0101719,-1.01719
0.153800047732,53.875,-0.0101719,-1.01719
0.176950047732,53.8359,-0.00997657,-0.997657
0.200100047732,53.875,-0.00939065,-0.939065
0.223250047732,53.875,-0.0101719,-1.01719
